"","pfam_desc","gene_name1"
"21670","No apical meristem (NAM) protein","AT3G61910"
"21671","C1 domain","AT3G26550"
"21672","C1-like domain","AT3G26550"
"21673","Protein kinase domain","AT1G60940"
"21674","F-box domain","AT5G25300"
"21675","Animal haem peroxidase","AT3G01420"
"21676","Multiprotein bridging factor 1","AT2G42680"
"21677","Helix-turn-helix","AT2G42680"
"21678","GDP-fucose protein O-fucosyltransferase","AT3G03810"
"21679","HSA","AT3G24880"
"21680","NLI interacting factor-like phosphatase","AT3G19600"
"21681","Cytochrome C1 family","AT3G27240"
"21682","Pumilio-family RNA binding repeat","AT1G78160"
"21683","Divergent PAP2 family","AT3G61770"
"21684","Glycosyl hydrolases family 28","AT1G48100"
"21685","Aph-1 protein","AT2G31440"
"21686","DHHC zinc finger domain","AT4G22750"
"21687","Chaperonin 10 Kd subunit","AT1G23100"
"21688","Metallo-beta-lactamase superfamily","AT2G04530"
"21689","Major intrinsic protein","AT3G56950"
"21690","F-box domain","AT3G44090"
"21691","Leucine Rich Repeat","AT3G44090"
"21692","Zinc finger, C3HC4 type (RING finger)","AT5G41430"
"21693","Protein kinase domain","AT2G40120"
"21694","MT-A70","AT4G10760"
"21695","Zinc finger, C3HC4 type (RING finger)","AT5G66070"
"21696","RNA polymerase Rpb7-like, N-terminal domain","AT3G22900"
"21697","Transmembrane amino acid transporter protein","AT5G38820"
"21698","FBD","AT5G22660"
"21699","WD domain, G-beta repeat","AT4G18900"
"21700","Calcineurin-like phosphoesterase","AT3G46120"
"21701","PIF1 helicase","AT3G51700"
"21702","Pyruvate kinase, barrel domain","AT3G49160"
"21703","ATP synthase alpha/beta chain, C terminal domain","ATCG00480"
"21704","ATP synthase alpha/beta family, beta-barrel domain","ATCG00480"
"21705","ATP synthase alpha/beta family, nucleotide-binding domain","ATCG00480"
"21706","Thioredoxin","AT3G50960"
"21707","Josephin","AT2G29640"
"21708","Arabidopsis phospholipase-like protein (PEARLI 4)","AT4G38550"
"21709","Leucine rich repeat N-terminal domain","AT4G13820"
"21710","Leucine Rich Repeat","AT4G13820"
"21711","Retinal pigment epithelial membrane protein","AT2G44990"
"21712","B3 DNA binding domain","AT1G28300"
"21713","B3 DNA binding domain","AT2G24650"
"21714","Reticulon","AT2G01240"
"21715","Sugar (and other) transporter","AT1G71880"
"21716","Cytochrome P450","AT1G74540"
"21717","NPH3 family","AT3G03510"
"21718","XS domain","AT4G01180"
"21719","XH domain","AT4G01180"
"21720","Putative methyltransferase","AT1G79915"
"21721","CTP synthase N-terminus","AT1G30820"
"21722","Glutamine amidotransferase class-I","AT1G30820"
"21723","Sugar (and other) transporter","AT1G75220"
"21724","Pectate lyase","AT3G07010"
"21725","Ubiquitin-conjugating enzyme","AT1G17280"
"21726","UBX domain","AT4G23040"
"21727","Protein of unknown function (DUF1216)","AT3G28830"
"21728","TLC domain","AT1G45010"
"21729","FAD binding domain","AT3G24200"
"21730","Domain of unknown function (DUF313)","AT2G31460"
"21731","Hemerythrin HHE cation binding domain","AT3G54290"
"21732","ABC transporter","AT3G28415"
"21733","ABC transporter transmembrane region","AT3G28415"
"21734","Coatomer WD associated region","AT1G62020"
"21735","WD domain, G-beta repeat","AT1G62020"
"21736","Coatomer (COPI) alpha subunit C-terminus","AT1G62020"
"21737","Pex19 protein family","AT3G03490"
"21738","COBRA-like protein","AT5G60920"
"21739","Aldehyde dehydrogenase family","AT3G48000"
"21740","PHD-finger","AT1G33420"
"21741","Transmembrane amino acid transporter protein","AT1G48640"
"21742","Major intrinsic protein","AT4G01470"
"21743","HEAT repeat","AT4G38120"
"21744","KNOX2 domain","AT1G14760"
"21745","N-acetylglucosaminyltransferase II (MGAT2)","AT2G05320"
"21746","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT5G60170"
"21747","Leucine rich repeat N-terminal domain","AT3G19020"
"21748","Myb-like DNA-binding domain","AT1G17520"
"21749","linker histone H1 and H5 family","AT1G17520"
"21750","Retinal pigment epithelial membrane protein","AT4G32810"
"21751","PPR repeat","AT1G74630"
"21752","AP2 domain","AT4G06746"
"21753","Alkaline phytoceramidase (aPHC)","AT1G71190"
"21754","Protein of unknown function (DUF3550/UPF0682)","AT4G40050"
"21755","Elongation factor Tu GTP binding domain","AT4G20360"
"21756","Elongation factor Tu C-terminal domain","AT4G20360"
"21757","Elongation factor Tu domain 2","AT4G20360"
"21758","B3 DNA binding domain","AT5G60140"
"21759","short chain dehydrogenase","AT3G61220"
"21760","Methyltransferase domain","AT1G54650"
"21761","Leucine rich repeat N-terminal domain","AT5G20480"
"21762","Leucine Rich Repeat","AT5G20480"
"21763","Protein kinase domain","AT5G20480"
"21764","GRF zinc finger","AT5G15690"
"21765","Fumble","AT1G60440"
"21766","Major Facilitator Superfamily","AT1G08090"
"21767","JmjC domain","AT1G62310"
"21768","WRKY DNA -binding domain","AT1G68150"
"21769","B3 DNA binding domain","AT1G34410"
"21770","Auxin response factor","AT1G34410"
"21771","AUX/IAA family","AT1G34410"
"21772","F-box domain","AT4G39550"
"21773","Kelch motif","AT4G39550"
"21774","Membrane transport protein","AT1G71090"
"21775","GDSL-like Lipase/Acylhydrolase","AT5G45670"
"21776","Ras family","AT5G47200"
"21777","Inositol 1, 3, 4-trisphosphate 5/6-kinase","AT5G16760"
"21778","Tubulin binding cofactor C","AT2G42230"
"21779","Pyridoxal-dependent decarboxylase conserved domain","AT1G65960"
"21780","PPR repeat","AT5G02860"
"21781","Protein kinase domain","AT3G53840"
"21782","C1 domain","AT5G02340"
"21783","C1-like domain","AT5G02340"
"21784","Serine carboxypeptidase","AT2G27920"
"21785","MATH domain","AT2G05410"
"21786","CBS domain","AT4G34120"
"21787","Protein of unknown function (DUF1278)","AT5G64720"
"21788","Eukaryotic aspartyl protease","AT5G43100"
"21789","ZIP Zinc transporter","AT1G31260"
"21790","Leucine rich repeat N-terminal domain","AT3G24660"
"21791","Leucine Rich Repeat","AT3G24660"
"21792","Protein tyrosine kinase","AT3G24660"
"21793","Acetyltransferase (GNAT) family","AT5G50320"
"21794","Radical SAM superfamily","AT5G50320"
"21795","No apical meristem (NAM) protein","AT4G28530"
"21796","Glutaredoxin","AT3G11920"
"21797","Protein of unknown function, DUF547","AT3G11920"
"21798","Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)","AT3G11920"
"21799","K+ potassium transporter","AT5G09400"
"21800","PHD-finger","AT4G10940"
"21801","60s Acidic ribosomal protein","AT4G00810"
"21802","Protein phosphatase 2C","AT1G17545"
"21803","short chain dehydrogenase","AT3G42960"
"21804","tRNA synthetase class II core domain (G, H, P, S and T)","AT1G29870"
"21805","Protein kinase domain","AT2G16750"
"21806","CAF1 family ribonuclease","AT2G32070"
"21807","F-box domain","AT3G57590"
"21808","F-box associated","AT3G57590"
"21809","Thioredoxin","AT3G16110"
"21810","Plant self-incompatibility protein S1","AT5G26060"
"21811","ZF-HD protein dimerisation region","AT5G42780"
"21812","Domain of unknown function (DUF1744)","AT1G08260"
"21813","DNA polymerase family B, exonuclease domain","AT1G08260"
"21814","DNA polymerase family B","AT1G08260"
"21815","Aluminium induced protein","AT3G22850"
"21816","Mediator complex subunit 13 C-terminal","AT1G55325"
"21817","RanBP1 domain","AT3G15970"
"21818","NUP50 (Nucleoporin 50 kDa)","AT3G15970"
"21819","PPR repeat","AT1G34160"
"21820","Transmembrane amino acid transporter protein","AT5G16740"
"21821","mTERF","AT2G03050"
"21822","Universal stress protein family","AT3G21210"
"21823","C1 domain","AT3G21210"
"21824","C1-like domain","AT3G21210"
"21825","Protein kinase domain","AT5G57670"
"21826","No apical meristem (NAM) protein","AT3G10500"
"21827","AhpC/TSA family","AT4G31240"
"21828","C1-like domain","AT4G31240"
"21829","Zinc finger C-x8-C-x5-C-x3-H type (and similar)","AT1G01350"
"21830","Hsp20/alpha crystallin family","AT5G59720"
"21831","Berberine and berberine like","AT1G30730"
"21832","FAD binding domain","AT1G30730"
"21833","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT2G22540"
"21834","K-box region","AT2G22540"
"21835","Xyloglucan endo-transglycosylase (XET) C-terminus","AT5G48070"
"21836","Glycosyl hydrolases family 16","AT5G48070"
"21837","Leucine rich repeat N-terminal domain","AT2G13800"
"21838","Leucine Rich Repeat","AT2G13800"
"21839","Protein kinase domain","AT2G13800"
"21840","Berberine and berberine like","AT1G26410"
"21841","FAD binding domain","AT1G26410"
"21842","Eukaryotic cytochrome b561","AT2G30890"
"21843","IBR domain","AT3G27720"
"21844","Amino acid kinase family","AT1G26640"
"21845","Protein kinase domain","AT2G19400"
"21846","Protein kinase C terminal domain","AT2G19400"
"21847","Extensin-like region","AT5G06630"
"21848","Glycosyltransferase family 17","AT3G01620"
"21849","TBC domain","AT5G15930"
"21850","Nitrite and sulphite reductase 4Fe-4S domain","AT2G15620"
"21851","Nitrite/Sulfite reductase ferredoxin-like half domain","AT2G15620"
"21852","Trehalase","AT4G24040"
"21853","F-box domain","AT2G03560"
"21854","Protein of unknown function (DUF295)","AT2G03560"
"21855","Domain of unknown function (DUF1985)","AT5G35050"
"21856","Mitotic checkpoint protein","AT5G49880"
"21857","Glycosyl hydrolases family 18","AT4G19820"
"21858","NB-ARC domain","AT1G63870"
"21859","Leucine Rich Repeat","AT1G63870"
"21860","TIR domain","AT1G63870"
"21861","Uncharacterized protein conserved in bacteria (DUF2062)","AT4G10140"
"21862","TCP-1/cpn60 chaperonin family","AT4G08640"
"21863","Phosphoribosylglycinamide synthetase, C domain","AT1G09830"
"21864","Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain","AT1G09830"
"21865","Phosphoribosylglycinamide synthetase, N domain","AT1G09830"
"21866","F-box domain","AT5G36730"
"21867","F-box associated","AT5G36730"
"21868","Citrate synthase","AT3G58740"
"21869","Glycosyl hydrolases family 28","AT5G44830"
"21870","SRP19 protein","AT1G48160"
"21871","DVL family","AT2G29125"
"21872","Phospholipase A2","AT2G19690"
"21873","CcmE","AT3G51790"
"21874","Glycosyl hydrolases family 28","AT3G48950"
"21875","Late embryogenesis abundant protein","AT2G41990"
"21876","GDP-fucose protein O-fucosyltransferase","AT1G51630"
"21877","AP2 domain","AT1G33760"
"21878","Protein phosphatase 2C","AT5G36250"
"21879","ab-hydrolase associated lipase region","AT2G15230"
"21880","alpha/beta hydrolase fold","AT2G15230"
"21881","3'-5' exonuclease","AT5G35910"
"21882","HRDC domain","AT5G35910"
"21883","TIR domain","AT5G45090"
"21884","CRAL/TRIO domain","AT1G55840"
"21885","CRAL/TRIO, N-terminus","AT1G55840"
"21886","Eukaryotic aspartyl protease","AT5G10760"
"21887","Phosphoglycerate mutase family","AT3G26780"
"21888","Phospholipase D C terminal","AT4G11830"
"21889","Phospholipase D Active site motif","AT4G11830"
"21890","C2 domain","AT4G11830"
"21891","Glutathione S-transferase, C-terminal domain","AT4G02520"
"21892","Glutathione S-transferase, N-terminal domain","AT4G02520"
"21893","Taurine catabolism dioxygenase TauD, TfdA family","AT3G21360"
"21894","X8 domain","AT5G08000"
"21895","Myb-like DNA-binding domain","AT2G47460"
"21896","Protein of unknown function (DUF1298)","AT5G53380"
"21897","Uncharacterised protein family (UPF0089)","AT5G53380"
"21898","F-box domain","AT3G10240"
"21899","F-box associated","AT3G10240"
"21900","Protein tyrosine kinase","AT5G60090"
"21901","AP2 domain","AT1G22810"
"21902","Pathogenesis-related protein Bet v I family","AT3G26460"
"21903","Diacylglycerol kinase catalytic domain","AT4G21534"
"21904","Protein of unknown function DUF260","AT3G11090"
"21905","Protein of unknown function, DUF623","AT5G58360"
"21906","F-box domain","AT2G39490"
"21907","Methyltransferase domain","AT5G10830"
"21908","Ribosomal Proteins L2, RNA binding domain","ATMG00560"
"21909","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT3G10400"
"21910","Zinc knuckle","AT3G10400"
"21911","GH3 auxin-responsive promoter","AT1G48690"
"21912","POT family","AT3G25260"
"21913","Dehydrin","AT3G50980"
"21914","FAD binding domain","AT5G14760"
"21915","domain","AT5G14760"
"21916","Eukaryotic cytochrome b561","AT1G14730"
"21917","PA domain","AT5G67360"
"21918","Subtilase family","AT5G67360"
"21919","Peptidase inhibitor I9","AT5G67360"
"21920","F-box domain","AT4G39600"
"21921","short chain dehydrogenase","AT1G54870"
"21922","Putative methyltransferase","AT4G35987"
"21923","Cytochrome P450","AT3G26330"
"21924","Protein of unknown function, DUF538","AT1G02813"
"21925","FAD dependent oxidoreductase","AT3G10370"
"21926","Protein of unknown function (DUF3743)","AT4G09550"
"21927","Peroxidase","AT2G18150"
"21928","Rieske [2Fe-2S] domain","AT5G13440"
"21929","Ubiquinol cytochrome reductase transmembrane region","AT5G13440"
"21930","Myb-like DNA-binding domain","AT3G16350"
"21931","B3 DNA binding domain","AT3G18990"
"21932","Protein of unknown function (DUF1163)","AT1G70020"
"21933","FHA domain","AT3G02400"
"21934","Transmembrane amino acid transporter protein","AT3G09330"
"21935","F-box domain","AT2G05970"
"21936","Protein of unknown function (DUF295)","AT2G05970"
"21937","Lipase (class 3)","AT5G24210"
"21938","S locus-related glycoprotein 1 binding pollen coat protein (SLR1-BP)","AT4G29285"
"21939","Helicase conserved C-terminal domain","AT3G06010"
"21940","SNF2 family N-terminal domain","AT3G06010"
"21941","Leucine rich repeat N-terminal domain","AT3G17840"
"21942","Leucine Rich Repeat","AT3G17840"
"21943","Protein kinase domain","AT3G17840"
"21944","Embryo-specific protein 3, (ATS3)","AT5G07190"
"21945","Di-glucose binding within endoplasmic reticulum","AT1G28340"
"21946","Leucine Rich Repeat","AT1G28340"
"21947","Rtr1/RPAP2 family","AT5G26760"
"21948","F-box associated","AT2G05600"
"21949","Domain of unknown function (DUF1995)","AT3G20680"
"21950","2OG-Fe(II) oxygenase superfamily","AT5G59530"
"21951","mTERF","AT5G23930"
"21952","Cytochrome P450","AT3G56630"
"21953","FBD","AT4G13965"
"21954","Leucine Rich Repeat","AT4G13965"
"21955","Homeobox domain","AT4G04890"
"21956","START domain","AT4G04890"
"21957","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G13690"
"21958","Adenylate kinase, active site lid","AT5G63400"
"21959","Adenylate kinase","AT5G63400"
"21960","NLI interacting factor-like phosphatase","AT2G14110"
"21961","Ribosomal protein S15","ATCG01120"
"21962","Plant protein of unknown function (DUF641)","AT4G34080"
"21963","Domain of unknown function DUF26","AT3G21930"
"21964","PHD-finger","AT1G43770"
"21965","Histone deacetylase (HDAC) interacting","AT3G24260"
"21966","UDP-glucoronosyl and UDP-glucosyl transferase","AT2G28080"
"21967","Foie gras liver health family 1","AT5G65950"
"21968","Protein of unknown function (DUF1683)","AT5G65950"
"21969","Domain of unknown function DUF221","AT4G35870"
"21970","Eukaryotic aspartyl protease","AT1G79720"
"21971","Glycosyl transferase family 8","AT3G62660"
"21972","Dual specificity phosphatase, catalytic domain","AT3G50110"
"21973","C2 domain of PTEN tumour-suppressor protein","AT3G50110"
"21974","ANTH domain","AT5G10410"
"21975","Protein kinase domain","AT5G41990"
"21976","Protein kinase domain","AT5G19010"
"21977","Protein of unknown function, DUF584","AT3G45210"
"21978","PPR repeat","AT1G62590"
"21979","CCT motif","AT3G21880"
"21980","Protein kinase domain","AT4G16970"
"21981","Exostosin family","AT5G11130"
"21982","Jacalin-like lectin domain","AT1G57570"
"21983","Transferase family","AT1G24420"
"21984","Serine carboxypeptidase","AT5G36180"
"21985","PPR repeat","AT1G17630"
"21986","CBS domain","AT4G36910"
"21987","Polyketide cyclase / dehydrase and lipid transport","AT1G02475"
"21988","F-box associated","AT2G13630"
"21989","PPR repeat","AT5G28340"
"21990","Protein of unknown function (DUF1195)","AT4G36660"
"21991","Protein of unknown function, DUF642","AT5G14150"
"21992","Protein of unknown function (DUF579)","AT1G27930"
"21993","Nrap protein","AT1G63810"
"21994","mTERF","AT1G62085"
"21995","Helix-loop-helix DNA-binding domain","AT5G38860"
"21996","Carboxyl transferase domain","AT4G34030"
"21997","Leucine Rich Repeat","AT1G74200"
"21998","Sulfotransferase domain","AT3G45070"
"21999","BRCA1 C Terminus (BRCT) domain","AT4G03130"
"22000","Enoyl-CoA hydratase/isomerase family","AT5G65940"
"22001","RED-like protein N-terminal region","AT2G26460"
"22002","RED-like protein C-terminal region","AT2G26460"
"22003","PPR repeat","AT1G74580"
"22004","PPR repeat","AT3G48810"
"22005","GRAS family transcription factor","AT3G60630"
"22006","F-box domain","AT3G17570"
"22007","F-box associated","AT3G17570"
"22008","Protein kinase domain","AT2G19470"
"22009","NAD dependent epimerase/dehydratase family","AT2G27860"
"22010","Zinc finger, C3HC4 type (RING finger)","AT5G07040"
"22011","Patatin-like phospholipase","AT4G37050"
"22012","Protein of unknown function (DUF1644)","AT5G38370"
"22013","EamA-like transporter family","AT2G33750"
"22014","Triose-phosphate Transporter family","AT2G33750"
"22015","Protein of unknown function, DUF623","AT4G18830"
"22016","Glucose-6-phosphate dehydrogenase, C-terminal domain","AT5G13110"
"22017","Glucose-6-phosphate dehydrogenase, NAD binding domain","AT5G13110"
"22018","Clathrin light chain","AT3G51890"
"22019","Kelch motif","AT3G27150"
"22020","Peptidase C13 family","AT2G25940"
"22021","Protein of unknown function (DUF295)","AT4G25930"
"22022","Dihydrouridine synthase (Dus)","AT4G38890"
"22023","Triose-phosphate Transporter family","AT4G18190"
"22024","Protein kinase domain","AT1G51660"
"22025","Myb-like DNA-binding domain","AT3G48920"
"22026","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G74230"
